Ülke,Tarih,ISSIZLIK,TUFE,SURETIM,ISFAIZ
Almanya,2015-05-01,4.4,95.246388,100.6121,-0.010368
Almanya,2015-06-01,4.4,95.246388,100.5155,-0.013909
Almanya,2015-07-01,4.3,95.436122,101.9652,-0.018739
Almanya,2015-08-01,4.3,95.436122,99.45232,-0.027667
Almanya,2015-09-01,4.3,95.246388,99.64562,-0.037045
Almanya,2015-10-01,4.2,95.246388,100.5155,-0.053591
Almanya,2015-11-01,4.2,94.582319,99.25902,-0.087619
Almanya,2015-12-01,4.2,94.582319,99.74227,-0.126318
Almanya,2016-01-01,4.1,93.918251,101.2887,-0.14615
Almanya,2016-02-01,4.1,94.202852,101.0954,-0.183571
Almanya,2016-03-01,4.0,94.86692,100.3222,-0.228524
Almanya,2016-04-01,4.0,94.961787,100.9987,-0.24919
Almanya,2016-05-01,4.0,95.436122,99.35567,-0.257182
Almanya,2016-06-01,4.0,95.530989,101.192,-0.267909
Almanya,2016-07-01,3.9,95.910456,99.93557,-0.294524
Almanya,2016-08-01,3.9,95.815589,101.482,-0.298217
Almanya,2016-09-01,3.8,95.815589,101.192,-0.301636
Almanya,2016-10-01,3.7,96.005323,101.8686,-0.309
Almanya,2016-11-01,3.7,95.341255,101.6753,-0.312682
Almanya,2016-12-01,3.7,96.005323,99.35567,-0.315762
Almanya,2017-01-01,3.7,95.436122,101.0954,-0.325545
Almanya,2017-02-01,3.6,96.005323,101.8686,-0.3286
Almanya,2017-03-01,3.6,96.195057,101.3853,-0.329348
Almanya,2017-04-01,3.6,96.574525,103.3183,-0.330389
Almanya,2017-05-01,3.6,96.574525,103.6082,-0.329455
Almanya,2017-06-01,3.5,96.859125,103.4149,-0.33
Almanya,2017-07-01,3.5,97.238593,103.8982,-0.330429
Almanya,2017-08-01,3.5,97.33346,106.3144,-0.329087
Almanya,2017-09-01,3.4,97.428327,105.2513,-0.329381
Almanya,2017-10-01,3.4,97.238593,103.7049,-0.329545
Almanya,2017-11-01,3.4,96.859125,107.3776,-0.329
Almanya,2017-12-01,3.4,97.33346,106.6044,-0.327895
Almanya,2018-01-01,3.3,96.764259,105.9278,-0.328455
Almanya,2018-02-01,3.3,97.048859,104.1881,-0.3285
Almanya,2018-03-01,3.3,97.618061,105.8312,-0.327905
Almanya,2018-04-01,3.2,97.807795,105.1546,-0.32845
Almanya,2018-05-01,3.2,98.56673,106.701,-0.325227
Almanya,2018-06-01,3.2,98.661597,106.4111,-0.322048
Almanya,2018-07-01,3.2,99.041065,104.5747,-0.320727
Almanya,2018-08-01,3.2,99.135932,106.0245,-0.319
Almanya,2018-09-01,3.1,99.325665,104.768,-0.31885
Almanya,2018-10-01,3.1,99.515399,104.4781,-0.317696
Almanya,2018-11-01,3.1,98.851331,102.5451,-0.316364
Almanya,2018-12-01,3.1,98.851331,103.7049,-0.311895
Almanya,2019-01-01,3.0,98.092395,103.4149,-0.308
Almanya,2019-02-01,3.0,98.471863,102.8351,-0.30845
Almanya,2019-03-01,3.0,98.851331,103.8982,-0.30919
Almanya,2019-04-01,2.9,99.8,102.4485,-0.31045
Almanya,2019-05-01,2.9,99.989734,102.8351,-0.311864
Almanya,2019-06-01,2.9,100.274335,101.5786,-0.3289
Almanya,2019-07-01,2.9,100.748669,101.192,-0.36487
Almanya,2019-08-01,2.9,100.558935,101.5786,-0.407682
Almanya,2019-09-01,2.9,100.558935,100.6121,-0.417571
Almanya,2019-10-01,2.9,100.653802,100.0322,-0.41287
Almanya,2019-11-01,3.0,99.894867,100.3222,-0.401286
Almanya,2019-12-01,3.1,100.369202,98.00258,-0.3947
Almanya,2020-01-01,3.2,99.8,100.9987,-0.391136
Almanya,2020-02-01,3.3,100.1,101.5786,-0.40885
Almanya,2020-03-01,3.4,100.3,91.23711,-0.416636
Almanya,2020-04-01,3.5,100.4,71.71392,-0.25405
Almanya,2020-05-01,3.7,100.4,79.73582,-0.27195
Almanya,2020-06-01,3.8,100.5,89.01418,-0.376
Almanya,2020-07-01,3.8,99.7,90.94717,-0.44413
Almanya,2020-08-01,3.9,99.7,90.85052,-0.479714
Almanya,2020-09-01,3.8,99.7,93.1701,-0.491364
Almanya,2020-10-01,3.8,99.9,96.74613,-0.509136
Almanya,2020-11-01,3.8,99.7,97.90593,-0.520857
Almanya,2020-12-01,3.8,99.8,97.80928,-0.538091
Brezilya,2000-12-01,12.30437,39.05855,80.67756,16.5
Brezilya,2001-01-01,11.76352,39.28128,80.78286,16.5
Brezilya,2001-02-01,10.44681,39.46202,82.10789,15.75
Brezilya,2001-03-01,10.43982,39.6119,82.87132,15.25
Brezilya,2001-04-01,9.965407,39.84159,82.63438,15.25
Brezilya,2001-05-01,10.65077,40.00492,84.65264,15.75
Brezilya,2001-06-01,10.89884,40.21304,85.24934,16.25
Brezilya,2001-07-01,11.66998,40.74783,85.2318,16.75
Brezilya,2001-08-01,11.11748,41.03297,84.21389,18.25
Brezilya,2001-09-01,10.94856,41.14782,86.03909,19.0
Brezilya,2001-10-01,10.8405,41.48934,85.31954,19.0
Brezilya,2001-11-01,11.13198,41.784,89.15423,19.0
Brezilya,2001-12-01,11.88365,42.05568,86.99557,19.0
Brezilya,2002-01-01,12.10247,42.27447,87.89063,19.0
Brezilya,2002-02-01,12.33133,42.42667,86.65335,19.0
Brezilya,2002-03-01,11.37821,42.68119,86.355,19.0
Brezilya,2002-04-01,12.27821,43.02271,87.0219,18.75
Brezilya,2002-05-01,12.28853,43.11296,85.94257,18.5
Brezilya,2002-06-01,11.89526,43.29393,85.73197,18.5
Brezilya,2002-07-01,11.50375,43.80923,85.74952,18.5
Brezilya,2002-08-01,11.43109,44.09391,84.10859,18.5
Brezilya,2002-09-01,11.72478,44.4113,82.17809,18.0
Brezilya,2002-10-01,11.59954,44.99319,83.13457,18.0
Brezilya,2002-11-01,11.56013,46.35208,83.38026,18.0
Brezilya,2002-12-01,11.4327,47.32537,85.77971,21.0
Brezilya,2003-01-01,11.46962,48.39031,87.73267,22.0
Brezilya,2003-02-01,12.04462,49.15015,87.24746,25.0
Brezilya,2003-03-01,11.58112,49.75477,87.47028,25.5
Brezilya,2003-04-01,11.42004,50.23736,87.39251,26.5
Brezilya,2003-05-01,11.52402,50.54385,87.7703,26.5
Brezilya,2003-06-01,11.82587,50.46798,88.06416,26.5
Brezilya,2003-07-01,12.46263,50.5689,87.24557,26.5
Brezilya,2003-08-01,12.84821,50.74083,87.64798,26.0
Brezilya,2003-09-01,12.64329,51.13664,87.99908,24.5
Brezilya,2003-10-01,12.93142,51.28489,87.8892,22.0
Brezilya,2003-11-01,13.07707,51.45937,87.63947,20.0
Brezilya,2003-12-01,13.26376,51.72688,87.84505,19.0
Brezilya,2004-01-01,12.81897,52.1199,87.40852,17.5
Brezilya,2004-02-01,12.51585,52.43776,87.4915,16.5
Brezilya,2004-03-01,12.1344,52.68416,87.20711,16.5
Brezilya,2004-04-01,11.85405,52.87905,85.95061,16.5
Brezilya,2004-05-01,12.17998,53.14865,86.31,16.25
Brezilya,2004-06-01,12.42227,53.5259,85.65563,16.0
Brezilya,2004-07-01,11.8334,54.01289,86.84097,16.0
Brezilya,2004-08-01,11.59418,54.3855,89.37434,16.0
Brezilya,2004-09-01,11.08624,54.56508,89.63532,16.0
Brezilya,2004-10-01,11.26412,54.80521,90.77323,16.0
Brezilya,2004-11-01,10.9855,55.18339,89.3272,16.25
Brezilya,2004-12-01,10.74518,55.65786,91.0417,16.75
Brezilya,2005-01-01,11.20485,55.98059,92.58765,17.25
Brezilya,2005-02-01,11.06768,56.31097,92.96783,17.75
Brezilya,2005-03-01,10.54401,56.65435,93.70557,18.25
Brezilya,2005-04-01,10.47064,57.14714,94.66549,18.75
Brezilya,2005-05-01,10.28259,57.42718,94.8968,19.25
Brezilya,2005-06-01,10.22216,57.41558,95.62466,19.5
Brezilya,2005-07-01,9.827232,57.5592,96.67558,19.75
Brezilya,2005-08-01,9.254727,57.65711,97.07556,19.75
Brezilya,2005-09-01,9.322425,57.85896,96.45507,19.75
Brezilya,2005-10-01,9.329138,58.29282,96.43828,19.75
Brezilya,2005-11-01,9.736018,58.61346,96.98322,19.5
Brezilya,2005-12-01,9.861129,58.82436,97.58396,19.0
Brezilya,2006-01-01,10.10996,59.17145,96.23803,18.5
Brezilya,2006-02-01,9.675368,59.41413,97.14095,18.0
Brezilya,2006-03-01,9.617917,59.66958,97.17412,17.25
Brezilya,2006-04-01,9.895424,59.79486,100.3653,17.25
Brezilya,2006-05-01,9.87268,59.85472,98.56404,16.5
Brezilya,2006-06-01,9.840483,59.72897,97.88394,15.75
Brezilya,2006-07-01,9.82048,59.84243,97.94463,15.75
Brezilya,2006-08-01,10.2695,59.87236,97.35982,15.25
Brezilya,2006-09-01,10.58653,59.99811,96.82729,14.75
Brezilya,2006-10-01,10.47811,60.19601,97.76615,14.25
Brezilya,2006-11-01,10.06391,60.38255,99.37508,14.25
Brezilya,2006-12-01,10.06175,60.67234,99.80729,13.75
Brezilya,2007-01-01,10.0714,60.93938,100.574,13.25
Brezilya,2007-02-01,9.695142,61.20759,99.94855,13.25
Brezilya,2007-03-01,9.623956,61.43403,100.5222,13.0
Brezilya,2007-04-01,9.673713,61.58762,101.1662,13.0
Brezilya,2007-05-01,9.622403,61.76001,99.77428,12.75
Brezilya,2007-06-01,9.618071,61.93286,100.6935,12.5
Brezilya,2007-07-01,9.770851,62.08158,100.5316,12.5
Brezilya,2007-08-01,9.526117,62.37345,99.58512,12.0
Brezilya,2007-09-01,9.325441,62.48574,100.2847,11.5
Brezilya,2007-10-01,9.446429,62.67321,101.6048,11.5
Brezilya,2007-11-01,9.072807,62.91125,102.2849,11.25
Brezilya,2007-12-01,8.932889,63.3769,102.0254,11.25
Brezilya,2008-01-01,8.723907,63.71912,103.3342,11.25
Brezilya,2008-02-01,8.636428,64.03141,104.6797,11.25
Brezilya,2008-03-01,8.274426,64.33882,105.7235,11.25
Brezilya,2008-04-01,8.516868,64.69264,106.0343,11.25
Brezilya,2008-05-01,8.119047,65.20377,106.5908,11.25
Brezilya,2008-06-01,8.072902,65.68635,106.2976,11.75
Brezilya,2008-07-01,7.60141,66.03437,107.7421,11.75
Brezilya,2008-08-01,7.715947,66.21928,106.9464,12.25
Brezilya,2008-09-01,7.983775,66.39143,109.6007,13.0
Brezilya,2008-10-01,7.524454,66.69027,108.5421,13.0
Brezilya,2008-11-01,7.715191,66.9304,108.9264,13.75
Brezilya,2008-12-01,7.674621,67.11787,110.7032,13.75
Brezilya,2009-01-01,8.028376,67.4399,110.4218,13.75
Brezilya,2009-02-01,7.885071,67.81088,110.7123,13.75
Brezilya,2009-03-01,8.467198,67.94638,110.7683,12.75
Brezilya,2009-04-01,8.287186,68.27259,111.43,12.75
Brezilya,2009-05-01,8.539585,68.59346,113.1388,11.25
Brezilya,2009-06-01,8.431472,68.84032,113.5384,10.25
Brezilya,2009-07-01,8.472834,69.00552,112.2407,10.25
Brezilya,2009-08-01,7.940168,69.10899,113.7297,9.25
Brezilya,2009-09-01,7.842829,69.27488,110.359,8.75
Brezilya,2009-10-01,7.999191,69.46884,103.8228,8.75
Brezilya,2009-11-01,7.756629,69.75375,92.22306,8.75
Brezilya,2009-12-01,7.729197,70.01176,94.19257,8.75
Brezilya,2010-01-01,7.801152,70.5368,96.44775,8.75
Brezilya,2010-02-01,7.902646,71.0869,96.85699,8.75
Brezilya,2010-03-01,7.465011,71.45649,98.13234,8.75
Brezilya,2010-04-01,7.191654,71.86391,99.40399,8.75
Brezilya,2010-05-01,7.172642,72.17294,100.709,8.75
Brezilya,2010-06-01,6.875212,72.17294,101.9527,9.5
Brezilya,2010-07-01,7.143868,72.18014,103.6478,9.5
Brezilya,2010-08-01,6.833828,72.20891,105.1778,10.25
Brezilya,2010-09-01,6.810925,72.53372,107.3465,10.75
Brezilya,2010-10-01,6.660689,73.0778,108.7598,10.75
Brezilya,2010-11-01,6.253394,73.68427,109.1925,10.75
Brezilya,2010-12-01,6.222114,74.14853,110.8045,10.75
Brezilya,2011-01-01,6.094969,74.76406,110.6553,10.75
Brezilya,2011-02-01,6.159383,75.36218,113.058,10.75
Brezilya,2011-03-01,6.23846,75.95753,113.5125,11.25
Brezilya,2011-04-01,6.21431,76.54243,113.2886,11.25
Brezilya,2011-05-01,6.096147,76.90228,112.7543,11.75
Brezilya,2011-06-01,6.100201,77.01759,112.0623,12.0
Brezilya,2011-07-01,6.082115,77.14079,111.7531,12.0
Brezilya,2011-08-01,6.023153,77.42616,112.0336,12.25
Brezilya,2011-09-01,5.912048,77.83659,111.7241,12.5
Brezilya,2011-10-01,5.911242,78.17139,112.4414,12.5
Brezilya,2011-11-01,6.032932,78.57787,112.9602,12.0
Brezilya,2011-12-01,5.892017,78.97067,113.3682,11.5
Brezilya,2012-01-01,5.551761,79.41289,114.6116,11.5
Brezilya,2012-02-01,5.551572,79.77019,115.2377,11.0
Brezilya,2012-03-01,5.678271,79.9377,112.164,10.5
Brezilya,2012-04-01,5.608653,80.44929,115.633,10.5
Brezilya,2012-05-01,5.865548,80.73884,113.4266,9.75
Brezilya,2012-06-01,5.72741,80.80334,113.2782,9.0
Brezilya,2012-07-01,5.549574,81.15089,112.2439,8.5
Brezilya,2012-08-01,5.689653,81.4836,110.5298,8.5
Brezilya,2012-09-01,5.272289,81.94808,109.4408,8.0
Brezilya,2012-10-01,5.242164,82.43159,109.9075,7.5
Brezilya,2012-11-01,5.418124,82.92625,112.7746,7.5
Brezilya,2012-12-01,5.44998,83.58145,108.0242,7.25
Brezilya,2013-01-01,5.237459,84.30022,108.9713,7.25
Brezilya,2013-02-01,5.411323,84.80601,108.2662,7.25
Brezilya,2013-03-01,5.601452,85.20461,108.2894,7.25
Brezilya,2013-04-01,5.436466,85.67327,108.9047,7.25
Brezilya,2013-05-01,5.338785,85.9902,109.0477,7.25
Brezilya,2013-06-01,5.509905,86.21386,110.5922,7.5
Brezilya,2013-07-01,5.553439,86.23961,112.7342,8.0
Brezilya,2013-08-01,5.779708,86.44656,110.7926,8.0
Brezilya,2013-09-01,5.490614,86.74911,112.3371,8.5
Brezilya,2013-10-01,5.210773,87.24353,110.8422,9.0
Brezilya,2013-11-01,5.415362,87.71474,111.5565,9.0
Brezilya,2013-12-01,5.289386,88.52168,112.616,9.5
Brezilya,2014-01-01,4.950717,89.00845,109.508,10.0
Brezilya,2014-02-01,5.093781,89.62258,111.5092,10.0
Brezilya,2014-03-01,4.937573,90.44715,113.4076,10.5
Brezilya,2014-04-01,5.003753,91.05317,113.0638,10.75
Brezilya,2014-05-01,4.753304,91.47195,113.6878,10.75
Brezilya,2014-06-01,4.617692,91.83783,112.928,11.0
Brezilya,2014-07-01,4.680679,91.84711,113.1421,11.0
Brezilya,2014-08-01,4.665461,92.07681,113.7968,11.0
Brezilya,2014-09-01,4.775859,92.60162,112.5563,11.0
Brezilya,2014-10-01,4.93764,92.99047,113.1363,11.0
Brezilya,2014-11-01,4.866515,93.4647,109.1165,11.0
Brezilya,2014-12-01,4.776866,94.19368,111.0203,11.25
Brezilya,2015-01-01,5.176929,95.36163,111.431,11.25
Brezilya,2015-02-01,5.071084,96.52494,111.2324,11.75
Brezilya,2015-03-01,5.463681,97.79915,110.2051,12.25
Brezilya,2015-04-01,5.715923,98.49356,109.134,12.25
Brezilya,2015-05-01,5.83795,99.22231,105.9152,12.75
Brezilya,2015-06-01,6.085472,100.0063,108.6633,13.25
Brezilya,2015-07-01,6.410128,100.6262,109.0159,13.25
Brezilya,2015-08-01,6.703869,100.8476,109.2374,13.75
Brezilya,2015-09-01,7.307231,101.3921,109.2919,14.25
Brezilya,2015-10-01,7.436954,102.2234,108.4727,14.25
Brezilya,2015-11-01,7.537654,103.2558,105.2467,14.25
Brezilya,2015-12-01,7.997365,104.247,105.9079,14.25
Brezilya,2016-01-01,8.00671,105.5709,105.0603,14.25
Brezilya,2016-02-01,,106.521,104.5464,14.25
Brezilya,2016-03-01,,106.9789,102.5157,14.25
Brezilya,2016-04-01,,107.6316,101.471,14.25
Brezilya,2016-05-01,,108.471,100.5151,14.25
Brezilya,2016-06-01,,108.8506,98.74607,14.25
Brezilya,2016-07-01,,109.4167,99.26775,14.25
Brezilya,2016-08-01,,109.8981,97.01163,14.25
Brezilya,2016-09-01,,109.9861,96.80869,14.25
Brezilya,2016-10-01,,110.2721,95.14876,14.25
Brezilya,2016-11-01,,110.4707,93.69257,14.25
Brezilya,2016-12-01,,110.802,94.58104,14.0
Brezilya,2017-01-01,,111.2231,93.63227,14.0
Brezilya,2017-02-01,,111.5902,94.05385,13.75
Brezilya,2017-03-01,,111.8691,94.0842,13.0
Brezilya,2017-04-01,,112.0257,94.35034,12.25
Brezilya,2017-05-01,,112.373,93.3191,12.25
Brezilya,2017-06-01,,112.1145,93.8735,11.25
Brezilya,2017-07-01,,112.3837,92.07238,11.25
Brezilya,2017-08-01,,112.5971,93.05444,10.25
Brezilya,2017-09-01,,112.7772,91.79579,9.25
Brezilya,2017-10-01,,113.2509,92.69083,9.25
Brezilya,2017-11-01,,113.5681,94.17163,8.25
Brezilya,2017-12-01,,114.0678,94.92882,7.5
Brezilya,2018-01-01,,114.3987,96.08286,7.5
Brezilya,2018-02-01,,114.7648,94.36427,7.0
Brezilya,2018-03-01,,114.8681,94.49022,7.0
Brezilya,2018-04-01,,115.1207,94.83546,6.75
Brezilya,2018-05-01,,115.5813,95.61507,6.5
Brezilya,2018-06-01,,117.0376,95.90186,6.5
Brezilya,2018-07-01,,117.4239,95.95172,6.5
Brezilya,2018-08-01,,117.3183,96.2889,6.5
Brezilya,2018-09-01,,117.8814,97.1946,6.5
Brezilya,2018-10-01,,118.4118,97.59619,6.5
Brezilya,2018-11-01,,118.1631,100.2548,6.5
Brezilya,2018-12-01,,118.3403,97.90735,6.5
Brezilya,2019-01-01,,118.719,97.43729,6.5
Brezilya,2019-02-01,,119.2294,98.70132,6.5
Brezilya,2019-03-01,,120.1236,99.0717,6.5
Brezilya,2019-04-01,,120.8083,88.30508,6.5
Brezilya,2019-05-01,,120.9653,99.16415,6.5
Brezilya,2019-06-01,,120.9774,98.92871,6.5
Brezilya,2019-07-01,,121.2073,98.01485,6.5
Brezilya,2019-08-01,,121.3407,95.39836,6.5
Brezilya,2019-09-01,,121.2922,96.58015,6.5
Brezilya,2019-10-01,,121.4136,96.48142,6.0
Brezilya,2019-11-01,,122.0328,96.40276,5.5
Brezilya,2019-12-01,,123.4363,95.99949,5.0
Brezilya,2020-01-01,,123.6954,96.1041,5.0
Brezilya,2020-02-01,,124.0047,95.77521,4.5
Brezilya,2020-03-01,,124.0915,96.17184,4.5
Brezilya,2020-04-01,,123.7068,96.10246,4.25
Brezilya,2020-05-01,,123.2367,95.30856,3.75
Brezilya,2020-06-01,,123.5571,94.73209,3.75
Brezilya,2020-07-01,,124.0019,95.74136,3.14
Brezilya,2020-08-01,,124.2996,95.79415,2.69
Brezilya,2020-09-01,,125.0951,97.93734,2.25
Brezilya,2020-10-01,,126.171,95.64376,2.03
Brezilya,2020-11-01,,127.2939,94.33081,2.0
Brezilya,2020-12-01,,129.0124,95.67796,2.0
Brezilya,2021-01-01,,129.3349,96.33231,2.0
Brezilya,2021-02-01,,130.4472,88.62179,2.0
Brezilya,2021-03-01,,131.6604,71.20509,2.0
Brezilya,2021-04-01,,132.0685,76.87204,2.0
Brezilya,2021-05-01,,133.1648,84.51239,2.4
Brezilya,2021-06-01,,133.8705,92.23799,2.75
Brezilya,2021-07-01,,135.1557,95.15757,3.4
Brezilya,2021-08-01,,136.3315,97.77293,3.9
Brezilya,2021-09-01,,137.9129,99.16978,4.25
Brezilya,2021-10-01,,139.6367,99.62682,5.1
Brezilya,2021-11-01,,140.9634,99.11588,5.5
Brezilya,2021-12-01,,141.9924,100.0099,6.5
Brezilya,2022-01-01,,142.7592,98.36727,7.75
Brezilya,2022-02-01,,144.2011,95.95233,8.9
Brezilya,2022-03-01,,146.5372,94.35103,9.25
Brezilya,2022-04-01,,148.0906,95.60423,10.64
Brezilya,2022-05-01,,148.7866,95.1896,11.23
Brezilya,2022-06-01,,149.7836,93.97907,11.75
Brezilya,2022-07-01,,148.765,93.98242,12.62
Brezilya,2022-08-01,,148.2295,93.80889,12.99
Brezilya,2022-09-01,,147.7996,93.27248,13.25
Brezilya,2022-10-01,,148.6718,93.25758,13.7
Brezilya,2022-11-01,,149.2813,94.53598,13.75
Brezilya,2022-12-01,,150.2068,94.68154,13.75
Brezilya,2023-01-01,,151.0028,95.29421,13.75
Brezilya,2023-02-01,,152.2712,94.38247,13.75
Brezilya,2023-03-01,,153.3524,94.91869,13.75
Brezilya,2023-04-01,,154.2878,94.5854,13.75
Brezilya,2023-05-01,,154.6426,94.57279,13.75
Brezilya,2023-06-01,,154.5189,95.76403,13.75
Brezilya,2023-07-01,,154.7043,94.26826,13.75
Brezilya,2023-08-01,,155.0602,93.2256,13.75
Brezilya,2023-09-01,,155.4635,94.46021,13.75
Brezilya,2023-10-01,,155.8365,94.34294,13.28
Brezilya,2023-11-01,,156.2729,94.08264,13.08
Brezilya,2023-12-01,,157.1481,94.23082,12.75
Brezilya,2024-01-01,,157.8082,94.03234,12.28
Brezilya,2024-02-01,,159.1179,94.61152,11.96
Brezilya,2024-03-01,,159.3724,94.18405,
Brezilya,2024-04-01,,159.9779,94.6007,
Brezilya,2024-05-01,,160.7139,94.61858,
Brezilya,2024-06-01,,161.0515,94.27485,
Brezilya,2024-07-01,,161.6635,94.70574,
Brezilya,2024-08-01,,161.6313,94.89288,
Brezilya,2024-09-01,,162.3424,94.99277,
Brezilya,2024-10-01,,163.2514,95.67924,
Brezilya,2024-11-01,,163.888,96.83728,
Brezilya,2024-12-01,,164.7402,95.73234,
Brezilya,2025-01-01,,165.0038,95.85213,
Brezilya,2025-02-01,,167.1655,96.76269,
Brezilya,2025-03-01,,168.1016,,
Brezilya,2025-04-01,,168.8246,,
Güney Kore,2000-01-01,5.0,62.456,47.64377,4.76
Güney Kore,2000-02-01,4.8,62.647,47.74273,5.01
Güney Kore,2000-03-01,4.5,62.962,48.2843,5.09
Güney Kore,2000-04-01,4.5,62.709,48.00553,5.09
Güney Kore,2000-05-01,4.4,62.393,49.85263,5.11
Güney Kore,2000-06-01,4.2,62.709,49.3334,5.11
Güney Kore,2000-07-01,4.1,62.962,50.92515,5.12
Güney Kore,2000-08-01,4.2,63.277,51.71251,5.13
Güney Kore,2000-09-01,4.5,64.098,50.48146,5.11
Güney Kore,2000-10-01,4.1,64.035,50.12821,5.32
Güney Kore,2000-11-01,4.2,63.656,49.35681,5.33
Güney Kore,2000-12-01,4.3,63.908,48.63861,5.34
Güney Kore,2001-01-01,4.4,64.604,48.1396,5.29
Güney Kore,2001-02-01,4.7,64.919,48.64925,5.12
Güney Kore,2001-03-01,4.6,65.488,48.94292,5.02
Güney Kore,2001-04-01,4.1,65.74,49.31425,5.01
Güney Kore,2001-05-01,3.9,65.677,49.73028,5.01
Güney Kore,2001-06-01,3.8,65.866,49.83136,5.01
Güney Kore,2001-07-01,3.8,65.992,48.84184,4.8
Güney Kore,2001-08-01,3.7,66.245,49.97925,4.59
Güney Kore,2001-09-01,3.7,66.182,49.98883,4.31
Güney Kore,2001-10-01,3.6,66.182,50.29313,4.01
Güney Kore,2001-11-01,3.7,65.804,50.61978,4.02
Güney Kore,2001-12-01,3.6,65.93,49.35468,4.0
Güney Kore,2002-01-01,3.6,66.308,50.89748,3.98
Güney Kore,2002-02-01,3.5,66.624,51.87743,4.01
Güney Kore,2002-03-01,3.4,67.003,53.17764,4.01
Güney Kore,2002-04-01,3.4,67.382,53.63409,4.01
Güney Kore,2002-05-01,3.3,67.634,53.04676,4.25
Güney Kore,2002-06-01,3.1,67.571,52.64989,4.29
Güney Kore,2002-07-01,3.1,67.382,53.96287,4.28
Güney Kore,2002-08-01,3.3,67.824,54.46507,4.29
Güney Kore,2002-09-01,3.0,68.204,53.49683,4.3
Güney Kore,2002-10-01,3.1,68.013,54.44486,4.3
Güney Kore,2002-11-01,3.1,68.077,55.23009,4.29
Güney Kore,2002-12-01,3.1,68.391,55.84615,4.3
Güney Kore,2003-01-01,3.3,68.835,54.53849,4.28
Güney Kore,2003-02-01,3.3,69.213,54.80555,4.3
Güney Kore,2003-03-01,3.4,70.034,55.96106,4.24
Güney Kore,2003-04-01,3.4,69.908,54.98856,4.24
Güney Kore,2003-05-01,3.6,69.782,54.75448,4.07
Güney Kore,2003-06-01,3.6,69.592,56.43347,4.01
Güney Kore,2003-07-01,3.6,69.53,53.80433,3.83
Güney Kore,2003-08-01,3.6,69.845,56.65372,3.74
Güney Kore,2003-09-01,3.7,70.477,57.37086,3.74
Güney Kore,2003-10-01,3.7,70.539,58.96579,3.75
Güney Kore,2003-11-01,3.9,70.413,59.04346,3.78
Güney Kore,2003-12-01,3.7,70.73,60.10853,3.78
Güney Kore,2004-01-01,3.6,71.172,59.86913,3.78
Güney Kore,2004-02-01,3.6,71.487,62.91749,3.76
Güney Kore,2004-03-01,3.6,72.181,61.82263,3.76
Güney Kore,2004-04-01,3.6,72.181,62.49082,3.75
Güney Kore,2004-05-01,3.7,72.119,63.40267,3.76
Güney Kore,2004-06-01,3.5,72.119,61.60345,3.76
Güney Kore,2004-07-01,3.7,72.561,60.82566,3.77
Güney Kore,2004-08-01,3.7,73.191,61.79177,3.61
Güney Kore,2004-09-01,3.6,73.191,62.49401,3.52
Güney Kore,2004-10-01,3.7,73.191,62.5004,3.52
Güney Kore,2004-11-01,3.7,72.75,63.57397,3.35
Güney Kore,2004-12-01,3.8,72.877,62.71214,3.27
Güney Kore,2005-01-01,3.9,73.594,65.37213,3.26
Güney Kore,2005-02-01,3.7,73.892,63.87189,3.26
Güney Kore,2005-03-01,3.7,74.338,65.92648,3.25
Güney Kore,2005-04-01,3.7,74.413,64.60286,3.26
Güney Kore,2005-05-01,3.7,74.338,64.10065,3.29
Güney Kore,2005-06-01,3.8,74.114,64.49753,3.27
Güney Kore,2005-07-01,3.7,74.413,65.04336,3.25
Güney Kore,2005-08-01,3.6,74.636,65.40831,3.25
Güney Kore,2005-09-01,3.9,75.008,65.59557,3.25
Güney Kore,2005-10-01,3.9,74.859,67.86615,3.44
Güney Kore,2005-11-01,3.6,74.561,70.41017,3.49
Güney Kore,2005-12-01,3.5,74.785,68.96207,3.7
Güney Kore,2006-01-01,3.4,75.231,71.12411,3.74
Güney Kore,2006-02-01,3.6,75.381,71.25179,3.92
Güney Kore,2006-03-01,3.6,75.827,71.63909,3.97
Güney Kore,2006-04-01,3.5,75.902,70.90493,3.97
Güney Kore,2006-05-01,3.4,76.05,71.55823,3.96
Güney Kore,2006-06-01,3.5,75.902,70.46444,4.17
Güney Kore,2006-07-01,3.5,76.199,67.02453,4.21
Güney Kore,2006-08-01,3.5,76.645,71.90935,4.42
Güney Kore,2006-09-01,3.5,76.868,73.8022,4.47
Güney Kore,2006-10-01,3.6,76.496,75.8653,4.48
Güney Kore,2006-11-01,3.5,76.125,75.52482,4.47
Güney Kore,2006-12-01,3.4,76.348,72.88929,4.49
Güney Kore,2007-01-01,3.4,76.496,74.03309,4.63
Güney Kore,2007-02-01,3.2,77.017,74.37357,4.6
Güney Kore,2007-03-01,3.2,77.464,74.14587,4.6
Güney Kore,2007-04-01,3.3,77.761,75.38118,4.69
Güney Kore,2007-05-01,3.3,77.836,75.58334,4.61
Güney Kore,2007-06-01,3.2,77.836,75.07049,4.54
Güney Kore,2007-07-01,3.3,78.134,75.92807,4.67
Güney Kore,2007-08-01,3.2,78.208,78.27951,4.92
Güney Kore,2007-09-01,3.2,78.655,77.52088,4.98
Güney Kore,2007-10-01,3.2,78.803,81.74815,5.0
Güney Kore,2007-11-01,3.3,78.803,81.51194,5.0
